,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,GarageQual,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorch
68,69,30,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,747,GasA,TA,Y,SBrkr,747,2,1,TA,4,Typ,0,Attchd,1,TA,Y,0,6,2010,WD,Normal,80000,1.0,0
69,70,50,RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,1304,GasW,TA,Y,SBrkr,2287,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,7,2006,WD,Normal,225000,2.0,135
70,71,20,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,2223,GasA,Ex,Y,SBrkr,2223,3,1,TA,8,Typ,2,Attchd,2,TA,Y,300,2,2007,WD,Normal,244000,3.0,0
71,72,20,RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,845,GasA,TA,Y,SBrkr,845,2,1,TA,4,Typ,0,Detchd,2,TA,Y,0,6,2007,WD,Normal,129500,2.0,0
72,73,60,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,832,GasA,Gd,Y,SBrkr,1718,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,12,2009,WD,Normal,185000,2.5,385
73,74,20,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,1086,GasA,Gd,Y,SBrkr,1086,3,1,TA,6,Typ,0,Attchd,2,TA,Y,0,5,2010,WD,Normal,144900,2.0,0
74,75,50,RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,840,GasA,Gd,N,SBrkr,1605,3,2,TA,8,Typ,0,Detchd,1,TA,Y,0,5,2010,WD,Normal,107400,2.0,202
75,76,180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,462,GasA,TA,Y,SBrkr,988,2,1,TA,5,Typ,0,BuiltIn,1,TA,Y,120,11,2009,WD,Normal,91000,2.0,101
76,77,20,RL,69.0,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,952,GasA,Ex,Y,FuseA,952,2,1,TA,4,Typ,0,Detchd,1,TA,Y,0,4,2008,WD,Normal,135750,1.0,0
77,78,50,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,672,GasA,TA,Y,SBrkr,1285,2,1,TA,6,Min1,0,Detchd,1,TA,Y,0,1,2008,WD,Normal,127000,2.0,0
78,79,90,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,1768,GasA,TA,N,SBrkr,1768,4,2,TA,8,Typ,0,NA,0,NA,Y,0,4,2010,WD,Normal,136500,2.0,0
79,80,50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,440,GasA,Gd,Y,SBrkr,1230,2,1,TA,5,Typ,0,Detchd,2,TA,Y,74,5,2009,WD,Normal,110000,1.5,128
80,81,60,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,896,GasA,TA,Y,SBrkr,2142,4,1,Gd,8,Typ,1,Attchd,1,TA,Y,0,6,2009,WD,Normal,193500,2.5,324
81,82,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,1237,GasA,Ex,Y,SBrkr,1337,2,1,TA,5,Typ,0,Attchd,2,TA,Y,0,3,2006,WD,Normal,153500,3.0,199
82,83,20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,1563,GasA,Ex,Y,SBrkr,1563,3,1,Gd,6,Typ,1,Attchd,3,TA,Y,144,10,2008,WD,Normal,245000,2.0,99
83,84,20,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,1065,GasA,Gd,Y,SBrkr,1065,3,1,TA,6,Typ,0,Detchd,2,TA,Y,74,7,2007,COD,Normal,126500,1.5,0
84,85,80,RL,69.0,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,384,GasA,Gd,Y,SBrkr,1474,3,1,TA,7,Typ,1,BuiltIn,2,TA,Y,120,5,2009,WD,Normal,168500,2.5,72
85,86,60,RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,1288,GasA,Ex,Y,SBrkr,2417,4,1,Gd,9,Typ,1,Attchd,2,TA,Y,127,4,2006,WD,Normal,260000,2.5,82
86,87,60,RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,684,GasA,Ex,Y,SBrkr,1560,3,1,Gd,6,Typ,1,BuiltIn,2,TA,Y,100,3,2009,WD,Normal,174000,2.5,38
87,88,160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,612,GasA,Ex,Y,SBrkr,1224,2,1,Gd,4,Typ,0,Detchd,2,TA,Y,0,6,2009,New,Partial,164500,2.5,234
88,89,50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,1013,GasA,TA,N,SBrkr,1526,2,1,Fa,6,Typ,0,NA,0,NA,N,0,10,2009,ConLD,Abnorml,85000,1.0,156
89,90,20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,990,GasA,Ex,Y,SBrkr,990,3,1,TA,5,Typ,0,NA,0,NA,Y,0,8,2007,WD,Normal,123600,2.0,0
90,91,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NA,NA,NA,0,GasA,TA,Y,FuseA,1040,2,1,TA,4,Typ,0,Detchd,2,TA,Y,0,7,2006,WD,Normal,109900,1.0,29
91,92,20,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,1235,GasA,TA,Y,SBrkr,1235,2,1,TA,6,Typ,0,Attchd,2,TA,Y,0,12,2006,WD,Abnorml,98600,1.0,0
92,93,30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,876,GasA,Ex,Y,SBrkr,964,2,1,TA,5,Typ,0,Detchd,2,TA,Y,0,8,2009,WD,Normal,163500,2.0,44
93,94,190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,1214,GasW,Ex,N,SBrkr,2291,4,2,TA,9,Typ,1,Detchd,2,TA,Y,0,11,2007,WD,Normal,133900,2.5,99
94,95,60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,824,GasA,Ex,Y,SBrkr,1786,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,0,5,2007,WD,Normal,204750,3.5,162
95,96,60,RL,69.0,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,680,GasA,Gd,Y,SBrkr,1470,3,1,TA,6,Typ,1,BuiltIn,2,TA,Y,232,4,2009,WD,Normal,185000,2.5,63
96,97,20,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,1588,GasA,Ex,Y,SBrkr,1588,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,158,8,2006,WD,Normal,214000,2.0,29
97,98,20,RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,960,GasA,TA,Y,FuseF,960,3,1,TA,6,Typ,0,Attchd,1,TA,P,120,5,2007,WD,Normal,94750,2.0,0
98,99,30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,458,GasA,Fa,N,SBrkr,835,2,1,TA,5,Typ,0,Basment,1,Fa,Y,0,5,2010,COD,Abnorml,83000,1.0,77
99,100,20,RL,77.0,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,950,GasA,Fa,Y,SBrkr,1225,3,1,TA,6,Typ,0,NA,0,NA,Y,352,1,2010,WD,Normal,128950,2.5,0
100,101,20,RL,69.0,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,1610,GasA,Gd,Y,SBrkr,1610,3,1,Gd,6,Typ,2,Attchd,2,TA,Y,168,2,2010,WD,Normal,205000,3.0,68
101,102,60,RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,741,GasA,TA,Y,SBrkr,1732,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,192,6,2010,WD,Normal,178000,2.5,46
102,103,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,NA,NA,NA,0,GasA,TA,Y,SBrkr,1535,4,2,TA,8,Typ,0,Attchd,2,TA,Y,0,6,2009,WD,Alloca,118964,2.0,0
103,104,20,RL,94.0,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,1226,GasA,Ex,Y,SBrkr,1226,3,1,Gd,6,Typ,0,Attchd,3,TA,Y,0,5,2010,WD,Normal,198900,2.0,36
104,105,50,RM,69.0,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,1040,GasA,Ex,Y,FuseF,1818,4,1,TA,7,Typ,2,Detchd,1,TA,Y,0,6,2007,WD,Normal,169500,1.5,184
105,106,60,FV,75.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,1053,GasA,Ex,Y,SBrkr,1992,3,1,Gd,9,Typ,1,Attchd,2,TA,Y,140,8,2008,WD,Normal,250000,2.5,45
106,107,30,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,641,GasA,Gd,Y,SBrkr,1047,2,1,TA,6,Typ,0,Detchd,1,Fa,N,0,8,2007,WD,Normal,100000,1.0,0
107,108,20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,789,GasA,Ex,Y,SBrkr,789,2,1,TA,5,Typ,0,Detchd,1,TA,Y,0,4,2008,WD,Partial,115000,1.0,0
108,109,50,RM,85.0,8500,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,793,GasW,TA,N,FuseF,1517,3,1,Fa,7,Typ,0,NA,0,NA,N,0,8,2007,WD,Normal,115000,2.0,144
109,110,20,RL,105.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,1844,GasA,Ex,Y,SBrkr,1844,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,1,2010,COD,Normal,190000,2.0,122
110,111,50,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,994,GasA,Gd,Y,SBrkr,1855,4,1,TA,7,Typ,0,Attchd,1,TA,Y,182,10,2006,WD,Normal,136900,2.0,0
111,112,80,RL,69.0,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,384,GasA,Ex,Y,SBrkr,1430,3,1,TA,7,Typ,1,BuiltIn,2,TA,Y,180,4,2010,WD,Normal,180000,2.5,0
112,113,60,RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,1264,GasA,Ex,Y,SBrkr,2696,4,1,Ex,10,Typ,1,BuiltIn,3,TA,Y,120,10,2007,New,Partial,383970,3.5,352
113,114,20,RL,69.0,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,1809,GasA,TA,Y,SBrkr,2259,3,1,Gd,7,Typ,2,Basment,2,TA,Y,166,10,2007,COD,Abnorml,217000,3.0,312
114,115,70,RL,61.0,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,1028,GasA,Ex,Y,SBrkr,2320,3,1,Gd,9,Typ,1,Detchd,1,TA,Y,224,7,2007,WD,Normal,259500,3.5,0
115,116,160,FV,34.0,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,729,GasA,Gd,Y,SBrkr,1458,2,1,TA,5,Typ,1,Detchd,2,TA,Y,0,6,2007,WD,Normal,176000,2.5,32
116,117,20,RL,69.0,11616,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,1092,GasA,TA,Y,SBrkr,1092,3,1,TA,6,Typ,1,Attchd,1,TA,Y,0,9,2009,WD,Normal,139000,1.5,164
117,118,20,RL,74.0,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,1125,GasA,Gd,Y,SBrkr,1125,2,1,TA,5,Typ,0,Attchd,2,TA,Y,80,4,2007,New,Partial,155000,1.5,64
118,119,60,RL,90.0,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,1673,GasA,Gd,Y,SBrkr,3222,5,1,Gd,11,Typ,2,Attchd,3,TA,Y,367,5,2010,WD,Normal,320000,4.0,0
119,120,60,RL,65.0,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,728,GasA,Ex,Y,SBrkr,1456,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,0,7,2006,New,Partial,163990,2.5,24
120,121,80,RL,69.0,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,938,GasA,Ex,Y,SBrkr,988,1,1,TA,4,Typ,2,Attchd,2,TA,Y,0,10,2006,WD,Normal,180000,2.0,260
121,122,50,RM,50.0,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,732,GasA,Gd,Y,SBrkr,1123,3,1,TA,4,Typ,0,Detchd,1,TA,P,0,6,2007,WD,Normal,100000,1.0,140
122,123,20,RL,75.0,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,1080,GasA,Gd,Y,SBrkr,1080,3,1,TA,5,Typ,0,Attchd,1,TA,Y,0,6,2008,WD,Normal,136000,1.0,130
123,124,120,RL,55.0,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,1199,GasA,Ex,Y,SBrkr,1199,2,1,Gd,5,Typ,0,Attchd,2,TA,Y,0,3,2008,WD,Normal,153900,2.0,63
124,125,20,RL,48.0,17043,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,1362,GasA,TA,Y,SBrkr,1586,3,1,TA,7,Typ,1,Attchd,2,TA,Y,192,1,2009,WD,Normal,181000,2.0,0
125,126,190,RM,60.0,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,520,GasA,Gd,N,SBrkr,754,2,1,TA,5,Typ,0,NA,0,NA,N,53,6,2006,WD,Normal,84500,2.0,0
126,127,120,RL,69.0,4928,Pave,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,1078,GasA,TA,Y,SBrkr,958,2,1,TA,5,Typ,1,Attchd,2,TA,Y,0,2,2007,WD,Normal,128000,2.0,205
127,128,45,RM,55.0,4388,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,672,GasA,Ex,Y,SBrkr,840,3,1,TA,5,Typ,1,NA,0,NA,N,0,6,2007,WD,Normal,87000,1.0,0
128,129,60,RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,No,660,GasA,TA,Y,SBrkr,1348,3,1,TA,6,Typ,1,Attchd,2,TA,Y,188,7,2006,WD,Normal,155000,1.5,108
129,130,20,RL,69.0,8973,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,1008,GasA,TA,Y,FuseA,1053,3,1,Ex,6,Typ,0,2Types,2,TA,Y,0,7,2006,WD,Abnorml,150000,2.0,260
130,131,60,RL,88.0,14200,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,924,GasA,Ex,Y,SBrkr,2157,4,1,Gd,8,Typ,2,Attchd,2,TA,Y,105,5,2006,WD,Normal,226000,2.5,66
131,132,60,RL,69.0,12224,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,992,GasA,Ex,Y,SBrkr,2054,3,1,Gd,7,Typ,1,BuiltIn,2,TA,Y,24,7,2009,WD,Normal,244000,3.5,48
132,133,20,RL,75.0,7388,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,1063,GasA,Gd,Y,SBrkr,1327,3,1,Gd,7,Typ,0,Detchd,2,TA,Y,0,7,2007,WD,Normal,150750,2.0,0
133,134,20,RL,69.0,6853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,1267,GasA,Ex,Y,SBrkr,1296,2,1,Gd,6,Typ,0,Attchd,2,TA,Y,192,6,2009,WD,Normal,220000,3.0,25
134,135,20,RL,78.0,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,1461,GasA,Gd,Y,SBrkr,1721,3,1,TA,7,Min1,1,Attchd,2,TA,Y,0,7,2006,WD,Normal,180000,2.5,276
135,136,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,1304,GasA,Gd,Y,SBrkr,1682,3,1,TA,7,Typ,1,Attchd,2,TA,Y,98,5,2008,WD,Normal,174000,2.0,0
136,137,20,RL,69.0,10355,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,1214,GasA,TA,Y,SBrkr,1214,3,1,TA,5,Typ,1,Attchd,1,TA,Y,0,7,2007,WD,Normal,143000,2.0,111
137,138,90,RL,82.0,11070,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,1907,GasA,Gd,Y,SBrkr,1959,5,2,TA,9,Typ,0,2Types,3,TA,Y,0,7,2006,WD,Family,171000,3.0,0
